Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.0197, 790, 524288, 524288, 13.158, 1.26047, 16, 11, 26, 2.52095, 32, 22, 0.0379807, 0.0210076, 0.189582, 0.0233002
30.0314, 784, 524288, 524288, 13.053, 1.86321, 16, 9.5, 26, 3.72642, 32, 19, 0.0382858, 0.0208207, 0.169221, 0.0229676
30.0931, 813, 524288, 524288, 13.5081, 1.47936, 16, 11, 27, 2.95872, 32, 22, 0.0369961, 0.0203578, 0.181387, 0.0222211
30.1065, 630, 1048576, 1048576, 20.9257, 2.82212, 26, 15, 20, 2.82212, 26, 15, 0.0477632, 0.0275199, 0.212792, 0.0279845
30.0882, 616, 1048576, 1048576, 20.4731, 2.84968, 26, 14, 20, 2.84968, 26, 14, 0.0488212, 0.0287869, 0.258925, 0.028556
30.0185, 622, 1048576, 1048576, 20.7206, 1.96784, 25, 16, 20, 1.96784, 25, 16, 0.0482379, 0.0270594, 0.214591, 0.0280995
30.0575, 626, 1048576, 1048576, 20.8267, 2.40808, 25, 17, 20, 2.40808, 25, 17, 0.0479893, 0.0296526, 0.265546, 0.026407
30.0212, 618, 1048576, 1048576, 20.5855, 2.9906, 25, 15, 20, 2.9906, 25, 15, 0.0485552, 0.0298033, 0.328063, 0.0262869
30.0213, 615, 1048576, 1048576, 20.4855, 2.48767, 24, 14, 20, 2.48767, 24, 14, 0.0487915, 0.0295591, 0.244384, 0.0295712
30.0503, 619, 1048576, 1048576, 20.5988, 3.15791, 26, 14, 20, 3.15791, 26, 14, 0.0485232, 0.0287483, 0.210688, 0.0289711
30.0291, 626, 1048576, 1048576, 20.8465, 2.86577, 26, 13, 20, 2.86577, 26, 13, 0.0479455, 0.0329635, 0.408378, 0.0286709
