Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
11.4485, 1795, 4194304, 4194304, 627.154, 156, 11.9567, 172, 139, 0.0508319, 0.259075, 0.0127406
11.7294, 1795, 4194304, 4194304, 612.135, 153, 10.1337, 169, 137, 0.0521397, 0.27931, 0.0131056
11.4198, 1795, 4194304, 4194304, 628.734, 157, 11.9034, 175, 134, 0.0506352, 0.288412, 0.0127701
10.5785, 1795, 4194304, 4194304, 678.733, 169, 14.0333, 191, 144, 0.052845, 0.357064, 0.0133047
10.7617, 1795, 4194304, 4194304, 667.182, 166, 12.6881, 181, 144, 0.0537316, 0.31514, 0.0133238
10.6546, 1795, 4194304, 4194304, 673.885, 168, 12.5118, 186, 143, 0.0531381, 0.298161, 0.01292
10.485, 1795, 4194304, 4194304, 684.789, 171, 10.3623, 188, 158, 0.05244, 0.266074, 0.0134552
10.8626, 1795, 4194304, 4194304, 660.981, 165, 14.3097, 186, 141, 0.0542491, 0.270782, 0.0131706
10.8202, 1795, 4194304, 4194304, 663.574, 165, 15.5506, 188, 136, 0.0539684, 0.332699, 0.0134304
10.7219, 1795, 4194304, 4194304, 669.659, 167, 15.1158, 183, 132, 0.0535063, 0.284136, 0.0141316
10.9544, 1795, 4194304, 4194304, 655.442, 163, 15.0776, 181, 137, 0.0546207, 0.368242, 0.0126738
10.4407, 1795, 4194304, 4194304, 687.693, 171, 12.0111, 196, 156, 0.0521521, 0.266437, 0.0133883
10.1635, 1795, 4194304, 4194304, 706.447, 176, 15.2027, 200, 151, 0.0562767, 0.282154, 0.0133164
10.1587, 1795, 4194304, 4194304, 706.78, 176, 15.4851, 197, 151, 0.0562441, 0.316891, 0.0138575
10.3087, 1795, 4194304, 4194304, 696.502, 174, 15.4287, 203, 153, 0.0570902, 0.358273, 0.0129915
10.2283, 1795, 4194304, 4194304, 701.973, 175, 16.2358, 203, 143, 0.0566586, 0.418854, 0.0127312
10.2406, 1795, 4194304, 4194304, 701.132, 175, 12.336, 194, 158, 0.0567479, 0.287801, 0.0148394
10.3542, 1795, 4194304, 4194304, 693.438, 173, 16.8592, 201, 144, 0.0573415, 0.290103, 0.0145292
10.2339, 1795, 4194304, 4194304, 701.591, 175, 14.4699, 202, 151, 0.0566533, 0.284076, 0.0149516
10.3546, 1795, 4194304, 4194304, 693.414, 173, 16.0707, 202, 148, 0.0573655, 0.412912, 0.014882
10.3161, 1795, 4194304, 4194304, 696.001, 174, 16.647, 205, 147, 0.0571261, 0.448399, 0.0126538
10.0392, 1795, 4194304, 4194304, 715.193, 178, 20.6239, 215, 147, 0.0609164, 0.382694, 0.0129973
9.80824, 1795, 4194304, 4194304, 732.037, 183, 18.4376, 215, 159, 0.059282, 0.402029, 0.0133686
9.8372, 1795, 4194304, 4194304, 729.883, 182, 16.589, 216, 164, 0.0598516, 0.385989, 0.013501
9.83834, 1795, 4194304, 4194304, 729.798, 182, 18.7883, 212, 155, 0.0597332, 0.345157, 0.0132003
9.81668, 1795, 4194304, 4194304, 731.408, 182, 17.5127, 214, 162, 0.0594282, 0.305565, 0.0127659
9.84842, 1795, 4194304, 4194304, 729.051, 182, 19.7681, 220, 159, 0.0597121, 0.477914, 0.0128295
9.8391, 1795, 4194304, 4194304, 729.742, 182, 17.8536, 214, 153, 0.0597999, 0.305426, 0.0136362
9.98817, 1795, 4194304, 4194304, 718.85, 179, 15.0167, 204, 157, 0.0607058, 0.431315, 0.0136365
9.92913, 1795, 4194304, 4194304, 723.125, 180, 16.8507, 211, 155, 0.0604195, 0.396117, 0.0137978
9.5663, 1795, 4194304, 4194304, 750.551, 187, 19.6342, 217, 154, 0.0633221, 0.365927, 0.0126722
9.50427, 1795, 4194304, 4194304, 755.45, 188, 18.613, 211, 154, 0.0629296, 0.406067, 0.0131503
9.63298, 1795, 4194304, 4194304, 745.356, 186, 16.4088, 211, 160, 0.0635869, 0.458338, 0.0144926
9.5554, 1795, 4194304, 4194304, 751.407, 187, 20.3224, 214, 156, 0.0632351, 0.38555, 0.0162204
9.55018, 1795, 4194304, 4194304, 751.818, 187, 18.775, 213, 154, 0.0630368, 0.439034, 0.0155756
9.48773, 1795, 4194304, 4194304, 756.767, 189, 17.7623, 212, 160, 0.0627768, 0.384091, 0.0144698
9.57631, 1795, 4194304, 4194304, 749.767, 187, 19.766, 211, 156, 0.0630894, 0.414399, 0.0146224
9.68766, 1795, 4194304, 4194304, 741.149, 185, 20.4695, 218, 158, 0.0640741, 0.477234, 0.0144306
9.47483, 1795, 4194304, 4194304, 757.797, 189, 15.5724, 208, 164, 0.0627644, 0.500088, 0.0129054
9.16707, 1795, 4194304, 4194304, 783.238, 195, 16.225, 216, 168, 0.0656002, 0.407227, 0.0159511
9.43421, 1795, 4194304, 4194304, 761.06, 190, 15.9644, 209, 158, 0.0672779, 0.416746, 0.0128399
9.40158, 1795, 4194304, 4194304, 763.702, 190, 15.4353, 210, 168, 0.06681, 0.438427, 0.0145735
9.35043, 1795, 4194304, 4194304, 767.879, 191, 14.6382, 216, 170, 0.0666292, 0.386696, 0.016713
9.27087, 1795, 4194304, 4194304, 774.469, 193, 17.1497, 218, 167, 0.066281, 0.421748, 0.0143679
9.36677, 1795, 4194304, 4194304, 766.539, 191, 20.0859, 216, 159, 0.0668273, 0.3961, 0.0156822
9.44113, 1795, 4194304, 4194304, 760.502, 190, 18.265, 213, 162, 0.0673689, 0.565227, 0.0142405
9.17572, 1795, 4194304, 4194304, 782.5, 195, 16.868, 217, 166, 0.0653942, 0.394761, 0.0153779
9.37962, 1795, 4194304, 4194304, 765.49, 191, 16.0866, 215, 168, 0.0670167, 0.522507, 0.0158584
9.15096, 1795, 4194304, 4194304, 784.618, 196, 19.352, 223, 165, 0.0700955, 0.455117, 0.0170943
9.08804, 1795, 4194304, 4194304, 790.049, 197, 17.7795, 223, 170, 0.0698094, 0.394933, 0.0144961
9.28301, 1795, 4194304, 4194304, 773.456, 193, 17.6423, 211, 162, 0.0710951, 0.532265, 0.0163958
9.23826, 1795, 4194304, 4194304, 777.203, 194, 23.585, 222, 150, 0.0711046, 0.497666, 0.013969
9.25536, 1795, 4194304, 4194304, 775.767, 193, 19.2513, 223, 165, 0.0710639, 0.469345, 0.0148759
9.16364, 1795, 4194304, 4194304, 783.532, 195, 17.8707, 213, 167, 0.0705504, 0.410214, 0.0151436
9.20183, 1795, 4194304, 4194304, 780.28, 195, 15.5787, 221, 175, 0.0702591, 0.644377, 0.0144105
9.30099, 1795, 4194304, 4194304, 771.961, 192, 18.5323, 221, 168, 0.0710527, 0.483959, 0.0125414
9.05872, 1795, 4194304, 4194304, 792.607, 198, 21.4677, 225, 164, 0.0697286, 0.42703, 0.0143199
8.98133, 1795, 4194304, 4194304, 799.436, 199, 22.9343, 230, 162, 0.0738403, 0.485937, 0.0156343
9.04291, 1795, 4194304, 4194304, 793.992, 198, 18.3644, 216, 168, 0.0738035, 0.47629, 0.0152304
9.05972, 1795, 4194304, 4194304, 792.519, 198, 19.9311, 228, 168, 0.0740131, 0.502861, 0.0154226
9.15163, 1795, 4194304, 4194304, 784.56, 196, 19.4615, 218, 165, 0.074818, 0.537385, 0.0153053
9.05033, 1795, 4194304, 4194304, 793.341, 198, 18.7883, 226, 166, 0.0740981, 0.503548, 0.0145459
9.17237, 1795, 4194304, 4194304, 782.786, 195, 17.7842, 213, 163, 0.075483, 0.466819, 0.013644
8.94258, 1795, 4194304, 4194304, 802.9, 200, 20.5004, 228, 176, 0.0730803, 0.484269, 0.0144103
8.98819, 1795, 4194304, 4194304, 798.826, 199, 21.2788, 223, 166, 0.0739113, 0.526911, 0.0129019
9.19688, 1795, 4194304, 4194304, 780.699, 195, 20.168, 218, 160, 0.0753715, 0.469606, 0.0139161
8.82185, 1795, 4194304, 4194304, 813.888, 203, 18.5838, 225, 172, 0.0772039, 0.507681, 0.0139867
8.96319, 1795, 4194304, 4194304, 801.054, 200, 21.7416, 235, 172, 0.0785267, 0.606426, 0.0136323
8.90493, 1795, 4194304, 4194304, 806.295, 201, 20.8597, 223, 168, 0.0778791, 0.479033, 0.0164681
9.15038, 1795, 4194304, 4194304, 784.667, 196, 20.994, 224, 159, 0.0797152, 0.582068, 0.0139973
8.83099, 1795, 4194304, 4194304, 813.045, 203, 21.2195, 226, 172, 0.0773592, 0.513493, 0.0143613
9.22195, 1795, 4194304, 4194304, 778.577, 194, 17.7819, 222, 172, 0.0808646, 0.606677, 0.0136796
9.22596, 1795, 4194304, 4194304, 778.238, 194, 20.6283, 219, 159, 0.0804456, 0.62001, 0.0138675
9.00612, 1795, 4194304, 4194304, 797.236, 199, 23.3666, 226, 166, 0.0788622, 0.532631, 0.0155052
9.11789, 1795, 4194304, 4194304, 787.463, 196, 18.5233, 224, 170, 0.0794938, 0.524498, 0.0159928
