Total time run, Total writes made, Write size, Object size, Bandwidth (MB/sec), Stddev Bandwidth, Max bandwidth (MB/sec), Min bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Stddev Latency(s), Max latency(s), Min latency(s) 
30.0186, 2695, 2048, 2048, 0.175347, 0.0103691, 0.193359, 0.146484, 89, 5.30896, 99, 75, 0.022259, 0.00978856, 0.266402, 0.0108961
30.0141, 2681, 4096, 4096, 0.348925, 0.0219573, 0.398438, 0.292969, 89, 5.62108, 102, 75, 0.0223734, 0.00955031, 0.109356, 0.0109248
30.0285, 2614, 4096, 4096, 0.340042, 0.0209966, 0.378906, 0.289062, 87, 5.37512, 97, 74, 0.0229562, 0.00935493, 0.120109, 0.0113255
30.0316, 2565, 4096, 4096, 0.333633, 0.0215591, 0.394531, 0.289062, 85, 5.51914, 101, 74, 0.0233946, 0.010475, 0.166639, 0.0105233
30.0182, 2710, 4096, 4096, 0.35265, 0.0231877, 0.394531, 0.296875, 90, 5.93606, 101, 76, 0.0221359, 0.00872464, 0.0936644, 0.0110475
30.0427, 2626, 4096, 4096, 0.341441, 0.0147496, 0.367188, 0.304688, 87, 3.77591, 94, 78, 0.0228557, 0.00940224, 0.0988145, 0.0114171
30.0127, 2622, 4096, 4096, 0.341261, 0.0186488, 0.390625, 0.308594, 87, 4.77409, 100, 79, 0.022875, 0.00913726, 0.0998073, 0.00922751
30.0112, 2651, 4096, 4096, 0.345054, 0.0199268, 0.375, 0.308594, 88, 5.10127, 96, 79, 0.0226223, 0.00888651, 0.156343, 0.0111959
30.0102, 2641, 4096, 4096, 0.343763, 0.0283731, 0.375, 0.21875, 88, 7.26351, 96, 56, 0.0227087, 0.0122955, 0.352487, 0.0103118
30.0016, 2677, 4096, 4096, 0.34855, 0.016954, 0.390625, 0.320312, 89, 4.34021, 100, 82, 0.0223987, 0.00912636, 0.133417, 0.0107236
30.0189, 2606, 8192, 8192, 0.67822, 0.0370665, 0.757812, 0.609375, 86, 4.74451, 97, 78, 0.0230218, 0.00996616, 0.101147, 0.0097137
30.0179, 2661, 8192, 8192, 0.692555, 0.0475651, 0.828125, 0.59375, 88, 6.08833, 106, 76, 0.0225431, 0.0100425, 0.103911, 0.00841825
30.0216, 2640, 8192, 8192, 0.687005, 0.0413874, 0.757812, 0.5625, 87, 5.29758, 97, 72, 0.022725, 0.00994875, 0.204098, 0.0100552
30.0078, 2617, 8192, 8192, 0.681334, 0.0356777, 0.75, 0.625, 87, 4.56675, 96, 80, 0.0229167, 0.00882756, 0.0815109, 0.00989266
30.0312, 2616, 8192, 8192, 0.680542, 0.0377045, 0.765625, 0.609375, 87, 4.82617, 98, 78, 0.0229378, 0.0101929, 0.225269, 0.00994134
30.0023, 2624, 8192, 8192, 0.68328, 0.0384946, 0.757812, 0.601562, 87, 4.9273, 97, 77, 0.0228516, 0.00975223, 0.11326, 0.0101352
30.0276, 2655, 8192, 8192, 0.690771, 0.0370825, 0.765625, 0.632812, 88, 4.74657, 98, 81, 0.0226001, 0.0090166, 0.106485, 0.0103221
30.0137, 2663, 8192, 8192, 0.693174, 0.0580999, 0.773438, 0.546875, 88, 7.43678, 99, 70, 0.0225219, 0.0108058, 0.231231, 0.0105013
30.015, 2591, 8192, 8192, 0.674403, 0.0345235, 0.71875, 0.578125, 86, 4.419, 92, 74, 0.0231507, 0.00927398, 0.0875836, 0.0112749
