Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
30.0932, 4502, 4194304, 4194304, 598.408, 149, 10.0701, 170, 124, 0.0591975, 0.391103, 0.00796737
30.1375, 4520, 4194304, 4194304, 599.917, 149, 7.86824, 165, 136, 0.0589587, 0.339445, 0.00911855
30.1857, 4454, 4194304, 4194304, 590.214, 147, 9.66829, 163, 124, 0.0598557, 0.459695, 0.00729426
30.0917, 4543, 4194304, 4194304, 603.888, 150, 8.66656, 165, 130, 0.0586248, 0.375044, 0.00799608
30.1846, 4478, 4194304, 4194304, 593.416, 148, 6.48863, 163, 136, 0.0595087, 0.358498, 0.00902047
30.0672, 4656, 4194304, 4194304, 619.413, 154, 13.1892, 179, 128, 0.0635964, 0.384648, 0.00849655
30.0686, 4693, 4194304, 4194304, 624.307, 156, 9.00089, 179, 143, 0.0631254, 0.325795, 0.00806411
30.0654, 4829, 4194304, 4194304, 642.466, 160, 8.49401, 179, 147, 0.0613047, 0.359367, 0.00885339
30.1376, 4587, 4194304, 4194304, 608.807, 152, 11.1029, 173, 118, 0.0646098, 0.447354, 0.00844056
30.0665, 4716, 4194304, 4194304, 627.41, 156, 8.29097, 172, 142, 0.0628012, 0.41728, 0.00834052
30.2231, 4636, 4194304, 4194304, 613.57, 153, 12.2353, 177, 122, 0.0640261, 0.423605, 0.00856198
30.1236, 4744, 4194304, 4194304, 629.937, 157, 12.766, 176, 126, 0.0624502, 0.405395, 0.0093054
30.103, 4697, 4194304, 4194304, 624.124, 156, 8.64365, 184, 138, 0.0630529, 0.51087, 0.00746826
30.0806, 4713, 4194304, 4194304, 626.716, 156, 12.7669, 177, 118, 0.0628197, 0.432188, 0.00824774
30.1321, 4830, 4194304, 4194304, 641.177, 160, 14.2719, 187, 123, 0.0675662, 0.402338, 0.00902382
30.13, 5001, 4194304, 4194304, 663.923, 165, 11.5321, 189, 143, 0.0651826, 0.40519, 0.0100019
30.0995, 4898, 4194304, 4194304, 650.907, 162, 10.7605, 184, 132, 0.0665961, 0.462721, 0.00750952
30.0735, 4918, 4194304, 4194304, 654.132, 163, 12.3363, 187, 140, 0.0662942, 0.428834, 0.0082866
30.2041, 4877, 4194304, 4194304, 645.873, 161, 16.6566, 188, 119, 0.0669167, 0.562622, 0.00910442
30.1093, 4855, 4194304, 4194304, 644.984, 161, 13.518, 184, 131, 0.0671468, 0.513205, 0.00853966
30.1694, 4952, 4194304, 4194304, 656.56, 164, 8.3631, 180, 145, 0.0658602, 0.445559, 0.00922439
30.1251, 5059, 4194304, 4194304, 671.732, 167, 11.8826, 195, 143, 0.0644248, 0.450192, 0.0090691
30.1532, 5000, 4194304, 4194304, 663.28, 165, 11.9265, 195, 146, 0.0652211, 0.45617, 0.00844627
30.0822, 5182, 4194304, 4194304, 689.046, 172, 12.3891, 194, 150, 0.0686404, 0.434743, 0.00974473
30.1278, 5169, 4194304, 4194304, 686.277, 171, 13.2574, 192, 138, 0.0688779, 0.535537, 0.00895996
30.0558, 5213, 4194304, 4194304, 693.777, 173, 9.53282, 190, 146, 0.0681976, 0.385198, 0.00871096
30.1869, 5051, 4194304, 4194304, 669.298, 167, 13.9457, 195, 132, 0.0705126, 0.465543, 0.00812129
30.1101, 5057, 4194304, 4194304, 671.802, 167, 12.6937, 189, 139, 0.070404, 0.473772, 0.00898925
30.0752, 5129, 4194304, 4194304, 682.157, 170, 11.6895, 194, 155, 0.0693547, 0.531736, 0.00792312
30.0989, 5170, 4194304, 4194304, 687.069, 171, 13.5341, 198, 148, 0.0688122, 0.451583, 0.0106618
30.0766, 5076, 4194304, 4194304, 675.076, 168, 11.7413, 193, 143, 0.0700828, 0.502405, 0.00883841
30.131, 5157, 4194304, 4194304, 684.61, 171, 13.7657, 190, 140, 0.0690355, 0.602305, 0.00951004
30.2961, 5519, 4194304, 4194304, 728.675, 182, 14.8848, 211, 151, 0.0699994, 0.451485, 0.00869176
30.1112, 5239, 4194304, 4194304, 695.954, 173, 14.1809, 207, 151, 0.0736386, 0.590015, 0.00858476
30.3481, 5148, 4194304, 4194304, 678.527, 169, 15.125, 195, 138, 0.0751498, 0.490303, 0.00977195
30.3126, 5242, 4194304, 4194304, 691.725, 172, 15.3944, 205, 145, 0.0736882, 0.586371, 0.00875505
30.1091, 5232, 4194304, 4194304, 695.072, 173, 11.2999, 191, 150, 0.0737704, 0.667706, 0.00821327
30.0723, 5309, 4194304, 4194304, 706.164, 176, 12.3835, 197, 151, 0.072614, 0.509431, 0.00803446
30.2196, 5133, 4194304, 4194304, 679.426, 169, 17.0495, 191, 115, 0.0752719, 0.725142, 0.00835587
30.177, 5261, 4194304, 4194304, 697.352, 174, 11.6604, 196, 153, 0.073363, 0.558577, 0.00841449
30.1681, 5166, 4194304, 4194304, 684.961, 171, 19.6581, 211, 131, 0.0747697, 0.767057, 0.00943927
30.0757, 5442, 4194304, 4194304, 723.774, 180, 13.357, 205, 158, 0.0763422, 0.496296, 0.00975986
30.1587, 5267, 4194304, 4194304, 698.571, 174, 14.3096, 198, 140, 0.0789772, 0.654956, 0.00858368
30.0934, 5495, 4194304, 4194304, 730.394, 182, 14.5808, 205, 153, 0.0756212, 0.580506, 0.00920342
30.1305, 5418, 4194304, 4194304, 719.272, 179, 16.9035, 211, 146, 0.0767416, 0.631059, 0.0074022
30.1443, 5464, 4194304, 4194304, 725.046, 181, 10.1924, 201, 161, 0.0760924, 0.591665, 0.00955095
30.1071, 5317, 4194304, 4194304, 706.41, 176, 20.686, 206, 106, 0.0782093, 0.768287, 0.00699842
30.0861, 5260, 4194304, 4194304, 699.325, 174, 16.121, 210, 140, 0.0790793, 0.652774, 0.00896985
30.1307, 5462, 4194304, 4194304, 725.107, 181, 18.2741, 216, 147, 0.0761103, 0.631844, 0.00818921
30.1343, 5543, 4194304, 4194304, 735.774, 183, 15.4841, 219, 156, 0.0749716, 0.466351, 0.00871981
30.0768, 5501, 4194304, 4194304, 731.595, 182, 10.7957, 198, 152, 0.0809948, 0.567293, 0.00923362
30.2095, 5477, 4194304, 4194304, 725.203, 181, 16.6119, 212, 149, 0.0814595, 0.710913, 0.00818062
30.2478, 5543, 4194304, 4194304, 733.013, 183, 16.2297, 213, 137, 0.0804789, 0.626982, 0.00863255
30.1389, 5321, 4194304, 4194304, 706.197, 176, 18.3253, 209, 138, 0.0838426, 0.762829, 0.00786854
30.2132, 5303, 4194304, 4194304, 702.077, 175, 12.1034, 203, 150, 0.0841585, 0.743479, 0.00845908
30.0803, 5422, 4194304, 4194304, 721.003, 180, 17.5231, 214, 148, 0.0821924, 0.689172, 0.00846561
30.2288, 5652, 4194304, 4194304, 747.897, 186, 12.7548, 217, 165, 0.0789411, 0.650859, 0.00851343
30.1399, 5491, 4194304, 4194304, 728.734, 182, 18.3241, 220, 140, 0.0812039, 0.734455, 0.00833331
30.1398, 5423, 4194304, 4194304, 719.712, 179, 13.0467, 205, 156, 0.0822055, 0.571614, 0.00943898
30.1202, 5708, 4194304, 4194304, 758.028, 189, 18.9598, 229, 148, 0.0833203, 0.663366, 0.0089569
30.1874, 5470, 4194304, 4194304, 724.805, 181, 19.4506, 224, 140, 0.0870518, 0.816407, 0.00935076
30.2957, 5502, 4194304, 4194304, 726.44, 181, 16.893, 208, 153, 0.086631, 0.647759, 0.00734326
30.2223, 5519, 4194304, 4194304, 730.455, 182, 15.1856, 213, 141, 0.086294, 0.768029, 0.00967458
30.2428, 5657, 4194304, 4194304, 748.212, 187, 16.8594, 218, 147, 0.0842809, 0.699578, 0.0099636
30.2972, 5711, 4194304, 4194304, 753.998, 188, 18.0064, 219, 156, 0.0834272, 0.81912, 0.00955435
30.2149, 5534, 4194304, 4194304, 732.618, 183, 19.436, 218, 128, 0.0859736, 0.794399, 0.00991823
30.0759, 5408, 4194304, 4194304, 719.248, 179, 19.4346, 215, 125, 0.0879908, 0.677424, 0.00943208
30.2817, 5382, 4194304, 4194304, 710.925, 177, 20.4685, 231, 144, 0.0885196, 0.826275, 0.00861973
