Thread, Total time run, Total reads made, Read size, Object size, Bandwidth (MB/sec), Average IOPS, Stddev IOPS, Max IOPS, Min IOPS, Average Latency(s), Max latency(s), Min latency(s)
8, 32.9534, 1000, 4194304, 4194304, 121.384, 30, 2.43546, 34, 25, 0.261717, 1.37237, 0.0318865
8, 33.0214, 1000, 4194304, 4194304, 121.134, 30, 1.97283, 34, 26, 0.261765, 0.968945, 0.0316454
8, 32.6786, 1000, 4194304, 4194304, 122.404, 30, 2.02977, 35, 25, 0.259341, 1.18927, 0.0287914
8, 32.8373, 1000, 4194304, 4194304, 121.813, 30, 2.16925, 35, 25, 0.260064, 1.73288, 0.0365587
8, 33.0685, 1000, 4194304, 4194304, 120.961, 30, 1.87133, 34, 27, 0.261894, 1.53483, 0.0283182
16, 32.0016, 1000, 4194304, 4194304, 124.994, 31, 3.27289, 37, 22, 0.504241, 3.15287, 0.0467229
16, 32.1012, 1000, 4194304, 4194304, 124.606, 31, 1.85758, 35, 26, 0.506355, 2.36084, 0.0392865
16, 32.3597, 1000, 4194304, 4194304, 123.611, 30, 2.83697, 37, 24, 0.510154, 2.34641, 0.0501722
16, 32.4977, 1000, 4194304, 4194304, 123.086, 30, 2.49172, 34, 25, 0.514359, 2.95054, 0.0477509
16, 31.9993, 1000, 4194304, 4194304, 125.003, 31, 2.64819, 37, 24, 0.505058, 2.68667, 0.0442116
16, 32.3187, 1000, 4194304, 4194304, 123.767, 30, 2.99395, 37, 23, 0.510566, 2.44244, 0.0492684
16, 32.0517, 1000, 4194304, 4194304, 124.799, 31, 2.76772, 37, 23, 0.504699, 2.04945, 0.0484826
16, 32.3183, 1000, 4194304, 4194304, 123.769, 30, 2.68508, 36, 22, 0.508162, 3.33697, 0.0411434
16, 32.4113, 1000, 4194304, 4194304, 123.414, 30, 2.17667, 34, 24, 0.512521, 2.53885, 0.0519617
16, 31.9145, 1000, 4194304, 4194304, 125.335, 31, 2.80935, 36, 23, 0.502404, 2.80297, 0.0513241
